transaction_id,customer_id,merchant_id,amount,timestamp,merchant_category,agent_type,label,anomaly_type
txn_000040,cust_0001,merch_0014,804.01,2026-01-01 09:28:29,travel,procurement_agent,0,none
txn_000041,cust_0048,merch_0021,2263.01,2026-01-01 09:30:35,gaming,customer_service_bot,0,none
txn_000042,cust_0063,merch_0001,266.62,2026-01-01 09:33:13,ecommerce,personal_assistant,0,none
txn_000043,cust_0039,merch_0025,25170.57,2026-01-01 09:35:42,utilities,code_assistant,0,none
txn_000044,cust_0008,merch_0018,3192.61,2026-01-01 09:37:24,travel,automated_scheduler,0,none
txn_000045,cust_0122,merch_0003,2012.43,2026-01-01 09:45:37,ecommerce,personal_assistant,0,none
txn_000046,cust_0029,merch_0012,11866.31,2026-01-01 09:45:57,saas,customer_service_bot,0,none
txn_000047,cust_0060,merch_0019,2804.32,2026-01-01 09:46:34,gaming,procurement_agent,0,none
txn_000048,cust_0035,merch_0031,3092.46,2026-01-01 09:47:27,food_delivery,personal_assistant,0,none
txn_000049,cust_0029,merch_0010,19290.24,2026-01-01 09:49:20,saas,browser_subagent,0,none
txn_000050,cust_0113,merch_0016,2304.02,2026-01-01 09:53:15,travel,browser_subagent,0,none
txn_000051,cust_0127,merch_0033,2313.86,2026-01-01 09:54:07,food_delivery,browser_subagent,0,none
txn_000052,cust_0005,merch_0034,10276.62,2026-01-01 09:57:19,food_delivery,personal_assistant,0,none
txn_000053,cust_0035,merch_0022,1976.12,2026-01-01 09:59:25,gaming,personal_assistant,0,none
txn_000054,cust_0127,merch_0013,4598.93,2026-01-01 09:59:46,travel,browser_subagent,0,none
txn_000055,cust_0148,merch_0034,1142.68,2026-01-01 10:00:27,food_delivery,procurement_agent,0,none
txn_000056,cust_0001,merch_0017,525.11,2026-01-01 10:02:59,travel,browser_subagent,0,none
txn_000057,cust_0077,merch_0001,1194.54,2026-01-01 10:04:19,ecommerce,personal_assistant,0,none
txn_000058,cust_0049,merch_0022,5309.27,2026-01-01 10:04:49,gaming,customer_service_bot,0,none
txn_000059,cust_0051,merch_0019,1441.75,2026-01-01 10:06:10,gaming,automated_scheduler,0,none
txn_000060,cust_0112,merch_0033,2117.38,2026-01-01 10:12:30,food_delivery,customer_service_bot,0,none
txn_000061,cust_0119,merch_0018,535.0,2026-01-01 10:12:59,travel,automated_scheduler,0,none
txn_000062,cust_0008,merch_0014,1168.67,2026-01-01 10:13:05,travel,automated_scheduler,0,none
txn_000063,cust_0039,merch_0008,11577.71,2026-01-01 10:16:47,saas,procurement_agent,0,none
txn_000064,cust_0149,merch_0009,10412.41,2026-01-01 10:18:01,saas,code_assistant,0,none
txn_000065,cust_0150,merch_0035,2234.12,2026-01-01 10:18:55,food_delivery,browser_subagent,0,none
txn_000066,cust_0111,merch_0034,907.66,2026-01-01 10:21:08,food_delivery,code_assistant,0,none
txn_000067,cust_0049,merch_0007,2178.12,2026-01-01 10:25:05,saas,browser_subagent,0,none
txn_000068,cust_0023,merch_0005,20902.87,2026-01-01 10:25:16,ecommerce,personal_assistant,0,none
txn_000069,cust_0023,merch_0009,12487.52,2026-01-01 10:26:44,saas,personal_assistant,0,none
txn_000070,cust_0038,merch_0019,1316.57,2026-01-01 10:27:16,gaming,automated_scheduler,0,none
txn_000071,cust_0076,merch_0019,13872.04,2026-01-01 10:27:50,gaming,customer_service_bot,0,none
txn_000072,cust_0099,merch_0018,555.03,2026-01-01 10:31:34,travel,personal_assistant,0,none
txn_000073,cust_0074,merch_0003,2683.61,2026-01-01 10:33:31,ecommerce,code_assistant,0,none
txn_000074,cust_0135,merch_0002,1337.6,2026-01-01 10:33:50,ecommerce,automated_scheduler,0,none
txn_000075,cust_0078,merch_0003,441.76,2026-01-01 10:34:24,ecommerce,customer_service_bot,0,none
txn_000076,cust_0056,merch_0028,315.3,2026-01-01 10:36:43,utilities,personal_assistant,0,none
txn_000077,cust_0025,merch_0033,25702.41,2026-01-01 10:37:07,food_delivery,browser_subagent,0,none
txn_000078,cust_0039,merch_0027,24485.71,2026-01-01 10:41:28,utilities,code_assistant,0,none
txn_000079,cust_0090,merch_0013,152.07,2026-01-01 10:41:51,travel,code_assistant,0,none
txn_000080,cust_0127,merch_0007,3809.29,2026-01-01 10:42:09,saas,browser_subagent,0,none
txn_000081,cust_0068,merch_0010,393.75,2026-01-01 10:42:58,saas,code_assistant,0,none
txn_000082,cust_0132,merch_0031,416.65,2026-01-01 10:45:33,food_delivery,personal_assistant,0,none
txn_000083,cust_0068,merch_0011,373.6,2026-01-01 10:52:51,saas,code_assistant,0,none
txn_000084,cust_0061,merch_0033,1578.05,2026-01-01 10:53:47,food_delivery,browser_subagent,0,none
txn_000085,cust_0039,merch_0027,18115.72,2026-01-01 10:56:13,utilities,procurement_agent,0,none
txn_000086,cust_0064,merch_0029,789.26,2026-01-01 11:00:21,utilities,personal_assistant,0,none
txn_000087,cust_0034,merch_0017,452.14,2026-01-01 11:00:49,travel,browser_subagent,0,none
txn_000088,cust_0013,merch_0008,12627.6,2026-01-01 11:06:36,saas,personal_assistant,0,none
txn_000089,cust_0069,merch_0027,310.78,2026-01-01 11:12:49,utilities,personal_assistant,0,none
txn_000090,cust_0009,merch_0026,2830.26,2026-01-01 11:12:56,utilities,browser_subagent,0,none
txn_000091,cust_0150,merch_0027,2345.7,2026-01-01 11:15:48,utilities,personal_assistant,0,none
txn_000092,cust_0120,merch_0002,2130.44,2026-01-01 11:16:03,ecommerce,personal_assistant,0,none
txn_000093,cust_0041,merch_0017,2369.4,2026-01-01 11:16:39,travel,procurement_agent,0,none
txn_000094,cust_0104,merch_0035,2623.58,2026-01-01 11:17:18,food_delivery,customer_service_bot,0,none
txn_000095,cust_0054,merch_0001,1898.18,2026-01-01 11:18:02,ecommerce,personal_assistant,0,none
txn_000096,cust_0101,merch_0010,188.54,2026-01-01 11:18:48,saas,browser_subagent,0,none
txn_000097,cust_0149,merch_0026,2795.52,2026-01-01 11:19:44,utilities,personal_assistant,0,none
txn_000098,cust_0144,merch_0007,3736.5,2026-01-01 11:19:44,saas,browser_subagent,0,none
txn_000099,cust_0084,merch_0001,5682.04,2026-01-01 11:20:16,ecommerce,customer_service_bot,0,none
txn_000100,cust_0131,merch_0023,15796.42,2026-01-01 11:20:44,gaming,code_assistant,0,none
txn_000101,cust_0124,merch_0001,2845.73,2026-01-01 11:23:40,ecommerce,customer_service_bot,0,none
txn_000102,cust_0131,merch_0020,12008.65,2026-01-01 11:23:48,gaming,code_assistant,0,none
txn_000103,cust_0104,merch_0004,3528.36,2026-01-01 11:29:56,ecommerce,customer_service_bot,0,none
txn_000104,cust_0115,merch_0003,3856.12,2026-01-01 11:30:21,ecommerce,browser_subagent,0,none
txn_000105,cust_0128,merch_0017,1756.47,2026-01-01 11:31:21,travel,customer_service_bot,0,none
txn_000106,cust_0049,merch_0007,5038.62,2026-01-01 11:32:35,saas,browser_subagent,0,none
txn_000107,cust_0079,merch_0015,329.21,2026-01-01 11:35:05,travel,code_assistant,0,none
txn_000108,cust_0125,merch_0025,927.72,2026-01-01 11:37:31,utilities,browser_subagent,0,none
txn_000109,cust_0114,merch_0005,2090.05,2026-01-01 11:39:45,ecommerce,personal_assistant,0,none
txn_000110,cust_0044,merch_0019,14200.66,2026-01-01 11:39:54,gaming,browser_subagent,0,none
txn_000111,cust_0107,merch_0021,2683.43,2026-01-01 11:41:43,gaming,procurement_agent,0,none
txn_000112,cust_0005,merch_0010,15248.79,2026-01-01 11:41:59,saas,personal_assistant,0,none
txn_000113,cust_0122,merch_0001,833.24,2026-01-01 11:42:56,ecommerce,personal_assistant,0,none
txn_000114,cust_0024,merch_0030,2692.17,2026-01-01 11:45:31,utilities,customer_service_bot,0,none
txn_000115,cust_0006,merch_0014,138.27,2026-01-01 11:48:00,travel,customer_service_bot,0,none
txn_000116,cust_0115,merch_0028,4500.1,2026-01-01 11:48:12,utilities,browser_subagent,0,none
txn_000117,cust_0076,merch_0006,8220.37,2026-01-01 11:53:56,ecommerce,personal_assistant,0,none
txn_000118,cust_0002,merch_0029,393.25,2026-01-01 11:58:07,utilities,personal_assistant,0,none
txn_000119,cust_0058,merch_0024,3298.71,2026-01-01 11:58:08,gaming,procurement_agent,0,none
txn_000120,cust_0104,merch_0022,2343.94,2026-01-01 11:59:27,gaming,customer_service_bot,0,none
txn_000121,cust_0009,merch_0023,2569.76,2026-01-01 12:01:50,gaming,personal_assistant,0,none
txn_000122,cust_0128,merch_0009,1644.43,2026-01-01 12:01:51,saas,customer_service_bot,0,none
txn_000123,cust_0089,merch_0013,2436.68,2026-01-01 12:03:16,travel,customer_service_bot,0,none
txn_000124,cust_0038,merch_0019,1154.35,2026-01-01 12:03:23,gaming,automated_scheduler,0,none
txn_000125,cust_0010,merch_0035,285.72,2026-01-01 12:05:26,food_delivery,browser_subagent,0,none
txn_000126,cust_0104,merch_0009,2521.96,2026-01-01 12:07:35,saas,customer_service_bot,0,none
txn_000127,cust_0097,merch_0002,396.71,2026-01-01 12:09:09,ecommerce,browser_subagent,0,none
txn_000128,cust_0017,merch_0024,779.72,2026-01-01 12:11:13,gaming,procurement_agent,0,none
txn_000129,cust_0025,merch_0036,11779.64,2026-01-01 12:12:14,food_delivery,browser_subagent,0,none
txn_000130,cust_0082,merch_0003,1788.34,2026-01-01 12:14:33,ecommerce,procurement_agent,0,none
txn_000131,cust_0057,merch_0006,1458.05,2026-01-01 12:17:14,ecommerce,code_assistant,0,none
txn_000132,cust_0016,merch_0028,513.77,2026-01-01 12:17:36,utilities,personal_assistant,0,none
txn_000133,cust_0102,merch_0034,1953.17,2026-01-01 12:19:20,food_delivery,code_assistant,0,none
txn_000134,cust_0008,merch_0001,3310.63,2026-01-01 12:19:45,ecommerce,procurement_agent,0,none
txn_000135,cust_0059,merch_0012,152.72,2026-01-01 12:20:02,saas,procurement_agent,0,none
txn_000136,cust_0092,merch_0017,196.65,2026-01-01 12:27:00,travel,personal_assistant,0,none
txn_000137,cust_0077,merch_0005,744.06,2026-01-01 12:28:52,ecommerce,personal_assistant,0,none
txn_000138,cust_0071,merch_0033,2655.24,2026-01-01 12:30:33,food_delivery,personal_assistant,0,none
txn_000139,cust_0140,merch_0027,1338.79,2026-01-01 12:32:34,utilities,browser_subagent,0,none
txn_000140,cust_0107,merch_0011,2843.42,2026-01-01 12:34:33,saas,automated_scheduler,0,none
txn_000141,cust_0036,merch_0022,1321.62,2026-01-01 12:39:01,gaming,procurement_agent,0,none
txn_000142,cust_0125,merch_0028,1129.31,2026-01-01 12:42:42,utilities,customer_service_bot,0,none
txn_000143,cust_0013,merch_0013,10001.03,2026-01-01 12:43:40,travel,automated_scheduler,0,none
txn_000144,cust_0112,merch_0009,2176.14,2026-01-01 12:46:40,saas,customer_service_bot,0,none
txn_000145,cust_0126,merch_0016,1884.79,2026-01-01 12:47:12,travel,code_assistant,0,none
txn_000146,cust_0071,merch_0035,3268.78,2026-01-01 12:47:25,food_delivery,personal_assistant,0,none
txn_000147,cust_0023,merch_0007,17424.88,2026-01-01 12:48:11,saas,personal_assistant,0,none
txn_000148,cust_0068,merch_0030,1360.28,2026-01-01 12:49:57,utilities,automated_scheduler,0,none
txn_000149,cust_0001,merch_0016,801.24,2026-01-01 12:50:18,travel,browser_subagent,0,none
txn_000150,cust_0140,merch_0023,1626.04,2026-01-01 12:51:46,gaming,procurement_agent,0,none
txn_000151,cust_0043,merch_0033,2160.64,2026-01-01 12:53:11,food_delivery,personal_assistant,0,none
txn_000152,cust_0094,merch_0022,546.94,2026-01-01 12:54:48,gaming,automated_scheduler,0,none
txn_000153,cust_0077,merch_0013,1032.02,2026-01-01 12:58:37,travel,personal_assistant,0,none
txn_000154,cust_0116,merch_0010,946.26,2026-01-01 13:06:18,saas,procurement_agent,0,none
txn_000155,cust_0116,merch_0010,1011.58,2026-01-01 13:06:26,saas,procurement_agent,0,none
txn_000156,cust_0118,merch_0011,2200.82,2026-01-01 13:06:53,saas,browser_subagent,0,none
txn_000157,cust_0056,merch_0033,222.28,2026-01-01 13:06:57,food_delivery,personal_assistant,0,none
txn_000158,cust_0039,merch_0007,33918.43,2026-01-01 13:09:05,saas,procurement_agent,0,none
txn_000159,cust_0005,merch_0034,23730.09,2026-01-01 13:10:45,food_delivery,customer_service_bot,0,none
txn_000160,cust_0117,merch_0030,387.5,2026-01-01 13:12:56,utilities,customer_service_bot,0,none
txn_000161,cust_0061,merch_0025,1434.91,2026-01-01 13:13:12,utilities,code_assistant,0,none
txn_000162,cust_0110,merch_0001,1153.63,2026-01-01 13:14:15,ecommerce,automated_scheduler,0,none
txn_000163,cust_0056,merch_0007,305.51,2026-01-01 13:14:50,saas,code_assistant,0,none
txn_000164,cust_0001,merch_0003,846.44,2026-01-01 13:15:28,ecommerce,browser_subagent,0,none
txn_000165,cust_0150,merch_0036,918.38,2026-01-01 13:16:30,food_delivery,personal_assistant,0,none
txn_000166,cust_0044,merch_0003,24065.73,2026-01-01 13:17:29,ecommerce,automated_scheduler,0,none
txn_000167,cust_0131,merch_0030,3210.73,2026-01-01 13:19:39,utilities,code_assistant,0,none
txn_000168,cust_0061,merch_0008,2338.35,2026-01-01 13:21:08,saas,code_assistant,0,none
txn_000169,cust_0067,merch_0033,547.55,2026-01-01 13:21:31,food_delivery,personal_assistant,0,none
txn_000170,cust_0054,merch_0036,2225.95,2026-01-01 13:23:45,food_delivery,personal_assistant,0,none
txn_000171,cust_0113,merch_0014,2813.81,2026-01-01 13:24:54,travel,personal_assistant,0,none
txn_000172,cust_0016,merch_0032,568.96,2026-01-01 13:25:36,food_delivery,personal_assistant,0,none
txn_000173,cust_0005,merch_0018,15743.26,2026-01-01 13:26:11,travel,personal_assistant,0,none
txn_000174,cust_0054,merch_0028,2759.29,2026-01-01 13:31:47,utilities,personal_assistant,0,none
txn_000175,cust_0080,merch_0007,1055.05,2026-01-01 13:38:05,saas,customer_service_bot,0,none
txn_000176,cust_0105,merch_0017,128.03,2026-01-01 13:40:17,travel,automated_scheduler,0,none
txn_000177,cust_0147,merch_0026,1909.37,2026-01-01 13:43:15,utilities,code_assistant,0,none
txn_000178,cust_0057,merch_0029,1082.15,2026-01-01 13:43:22,utilities,code_assistant,0,none
txn_000179,cust_0037,merch_0009,2922.73,2026-01-01 13:44:26,saas,customer_service_bot,0,none
txn_000180,cust_0128,merch_0011,1657.57,2026-01-01 13:45:21,saas,customer_service_bot,0,none
txn_000181,cust_0145,merch_0010,1874.58,2026-01-01 13:46:47,saas,personal_assistant,0,none
txn_000182,cust_0076,merch_0024,13390.44,2026-01-01 13:48:37,gaming,personal_assistant,0,none
txn_000183,cust_0088,merch_0025,1704.85,2026-01-01 13:49:19,utilities,browser_subagent,0,none
txn_000184,cust_0013,merch_0028,15838.38,2026-01-01 13:50:10,utilities,browser_subagent,0,none
txn_000185,cust_0041,merch_0016,3807.69,2026-01-01 13:53:05,travel,procurement_agent,0,none
txn_000186,cust_0141,merch_0030,666.45,2026-01-01 13:54:29,utilities,personal_assistant,0,none
txn_000187,cust_0089,merch_0034,914.38,2026-01-01 13:55:30,food_delivery,customer_service_bot,0,none
txn_000188,cust_0044,merch_0011,22837.6,2026-01-01 13:55:44,saas,automated_scheduler,0,none
txn_000189,cust_0035,merch_0024,3814.48,2026-01-01 13:57:07,gaming,personal_assistant,0,none
txn_000190,cust_0090,merch_0011,250.57,2026-01-01 13:57:24,saas,code_assistant,0,none
txn_000191,cust_0116,merch_0007,1038.11,2026-01-01 13:58:41,saas,procurement_agent,0,none
txn_000192,cust_0036,merch_0008,1757.19,2026-01-01 13:59:37,saas,customer_service_bot,0,none
txn_000193,cust_0080,merch_0015,13830.66,2026-01-01 14:03:49,travel,procurement_agent,0,none
txn_000194,cust_0131,merch_0015,5120.53,2026-01-01 14:05:26,travel,code_assistant,0,none
txn_000195,cust_0035,merch_0032,5649.41,2026-01-01 14:07:36,food_delivery,personal_assistant,0,none
txn_000196,cust_0118,merch_0018,1489.38,2026-01-01 14:08:22,travel,automated_scheduler,0,none
txn_000197,cust_0131,merch_0001,5429.47,2026-01-01 14:09:36,ecommerce,code_assistant,0,none
txn_000198,cust_0100,merch_0018,913.07,2026-01-01 14:11:10,travel,personal_assistant,0,none
txn_000199,cust_0039,merch_0008,14922.85,2026-01-01 14:12:09,saas,code_assistant,0,none
txn_000200,cust_0036,merch_0024,664.79,2026-01-01 14:12:47,gaming,procurement_agent,0,none
txn_000201,cust_0002,merch_0023,903.41,2026-01-01 14:13:48,gaming,personal_assistant,0,none
txn_000202,cust_0133,merch_0018,3715.05,2026-01-01 14:13:59,travel,customer_service_bot,0,none
txn_000203,cust_0149,merch_0025,11687.24,2026-01-01 14:14:20,utilities,personal_assistant,0,none
txn_000204,cust_0131,merch_0026,9720.63,2026-01-01 14:17:07,utilities,customer_service_bot,0,none
txn_000205,cust_0071,merch_0011,2874.39,2026-01-01 14:17:26,saas,personal_assistant,0,none
txn_000206,cust_0149,merch_0004,10921.27,2026-01-01 14:17:49,ecommerce,code_assistant,0,none
txn_000207,cust_0150,merch_0030,4250.89,2026-01-01 14:19:19,utilities,personal_assistant,0,none
txn_000208,cust_0074,merch_0008,1354.05,2026-01-01 14:19:52,saas,code_assistant,0,none
txn_000209,cust_0040,merch_0030,3144.07,2026-01-01 14:20:56,utilities,customer_service_bot,0,none
txn_000210,cust_0013,merch_0013,5789.82,2026-01-01 14:21:47,travel,automated_scheduler,0,none
txn_000211,cust_0083,merch_0011,305.97,2026-01-01 14:21:57,saas,personal_assistant,0,none
txn_000212,cust_0148,merch_0030,599.46,2026-01-01 14:25:49,utilities,procurement_agent,0,none
txn_000213,cust_0075,merch_0005,9240.25,2026-01-01 14:27:10,ecommerce,personal_assistant,0,none
txn_000214,cust_0018,merch_0020,15816.27,2026-01-01 14:28:15,gaming,automated_scheduler,0,none
txn_000215,cust_0023,merch_0013,17856.64,2026-01-01 14:28:15,travel,personal_assistant,0,none
txn_000216,cust_0142,merch_0030,1104.48,2026-01-01 14:29:34,utilities,personal_assistant,0,none
txn_000217,cust_0017,merch_0020,1301.44,2026-01-01 14:30:38,gaming,procurement_agent,0,none
txn_000218,cust_0034,merch_0036,371.42,2026-01-01 14:31:14,food_delivery,browser_subagent,0,none
txn_000219,cust_0104,merch_0004,2620.64,2026-01-01 14:32:35,ecommerce,customer_service_bot,0,none
txn_000220,cust_0067,merch_0035,502.01,2026-01-01 14:33:20,food_delivery,personal_assistant,0,none
txn_000221,cust_0024,merch_0016,1845.02,2026-01-01 14:35:41,travel,customer_service_bot,0,none
txn_000222,cust_0150,merch_0009,2776.94,2026-01-01 14:36:42,saas,personal_assistant,0,none
txn_000223,cust_0148,merch_0036,626.86,2026-01-01 14:40:33,food_delivery,procurement_agent,0,none
txn_000224,cust_0013,merch_0031,13066.4,2026-01-01 14:40:39,food_delivery,personal_assistant,0,none
txn_000225,cust_0065,merch_0017,763.45,2026-01-01 14:40:56,travel,procurement_agent,0,none
txn_000226,cust_0150,merch_0026,2639.54,2026-01-01 14:41:27,utilities,browser_subagent,0,none
txn_000227,cust_0107,merch_0009,2879.73,2026-01-01 14:42:26,saas,procurement_agent,0,none
txn_000228,cust_0051,merch_0020,2190.56,2026-01-01 14:42:41,gaming,personal_assistant,0,none
txn_000229,cust_0017,merch_0024,1150.66,2026-01-01 14:46:47,gaming,procurement_agent,0,none
txn_000230,cust_0009,merch_0023,3793.92,2026-01-01 14:48:29,gaming,personal_assistant,0,none
txn_000231,cust_0097,merch_0024,193.41,2026-01-01 14:49:55,gaming,browser_subagent,0,none
txn_000232,cust_0030,merch_0008,507.94,2026-01-01 14:49:56,saas,customer_service_bot,0,none
txn_000233,cust_0044,merch_0004,20188.04,2026-01-01 14:55:06,ecommerce,browser_subagent,0,none
txn_000234,cust_0088,merch_0020,1404.32,2026-01-01 14:55:49,gaming,browser_subagent,0,none
txn_000235,cust_0013,merch_0018,8374.22,2026-01-01 14:56:15,travel,automated_scheduler,0,none
txn_000236,cust_0082,merch_0006,1589.44,2026-01-01 14:58:10,ecommerce,personal_assistant,0,none
txn_000237,cust_0025,merch_0032,14781.55,2026-01-01 14:58:46,food_delivery,browser_subagent,0,none
txn_000238,cust_0137,merch_0001,13218.04,2026-01-01 15:00:36,ecommerce,browser_subagent,0,none
txn_000239,cust_0076,merch_0033,23035.05,2026-01-01 15:01:33,food_delivery,procurement_agent,0,none
txn_000240,cust_0127,merch_0017,4409.06,2026-01-01 15:02:21,travel,browser_subagent,0,none
txn_000241,cust_0013,merch_0025,10818.81,2026-01-01 15:02:34,utilities,browser_subagent,0,none
txn_000242,cust_0114,merch_0007,1481.31,2026-01-01 15:03:48,saas,personal_assistant,0,none
txn_000243,cust_0133,merch_0010,2734.85,2026-01-01 15:05:42,saas,customer_service_bot,0,none
txn_000244,cust_0007,merch_0021,705.85,2026-01-01 15:06:53,gaming,customer_service_bot,0,none
txn_000245,cust_0073,merch_0035,667.95,2026-01-01 15:07:26,food_delivery,automated_scheduler,0,none
txn_000246,cust_0005,merch_0008,8081.03,2026-01-01 15:07:55,saas,personal_assistant,0,none
txn_000247,cust_0131,merch_0026,12666.71,2026-01-01 15:08:12,utilities,customer_service_bot,0,none
txn_000248,cust_0017,merch_0027,1416.47,2026-01-01 15:08:54,utilities,procurement_agent,0,none
txn_000249,cust_0053,merch_0014,743.74,2026-01-01 15:11:16,travel,customer_service_bot,0,none
txn_000250,cust_0133,merch_0011,3085.65,2026-01-01 15:12:04,saas,customer_service_bot,0,none
txn_000251,cust_0058,merch_0033,2601.21,2026-01-01 15:12:23,food_delivery,procurement_agent,0,none
txn_000252,cust_0077,merch_0017,1015.73,2026-01-01 15:13:07,travel,personal_assistant,0,none
txn_000253,cust_0131,merch_0026,9519.07,2026-01-01 15:13:23,utilities,code_assistant,0,none
txn_000254,cust_0115,merch_0006,4691.88,2026-01-01 15:15:31,ecommerce,browser_subagent,0,none
txn_000255,cust_0102,merch_0002,1663.93,2026-01-01 15:17:39,ecommerce,code_assistant,0,none
txn_000256,cust_0113,merch_0017,3062.98,2026-01-01 15:19:00,travel,procurement_agent,0,none
txn_000257,cust_0031,merch_0014,2102.4,2026-01-01 15:20:39,travel,code_assistant,0,none
txn_000258,cust_0072,merch_0027,20035.92,2026-01-01 15:22:24,utilities,automated_scheduler,0,none
txn_000259,cust_0138,merch_0027,1297.2,2026-01-01 15:24:55,utilities,code_assistant,0,none
txn_000260,cust_0145,merch_0014,1982.82,2026-01-01 15:26:52,travel,code_assistant,0,none
txn_000261,cust_0044,merch_0005,12404.3,2026-01-01 15:27:55,ecommerce,browser_subagent,0,none
txn_000262,cust_0025,merch_0018,7489.67,2026-01-01 15:27:56,travel,browser_subagent,0,none
txn_000263,cust_0001,merch_0018,640.33,2026-01-01 15:29:23,travel,browser_subagent,0,none
txn_000264,cust_0061,merch_0007,1480.49,2026-01-01 15:31:13,saas,code_assistant,0,none
txn_000265,cust_0101,merch_0012,265.17,2026-01-01 15:32:30,saas,browser_subagent,0,none
txn_000266,cust_0096,merch_0026,1173.26,2026-01-01 15:33:01,utilities,procurement_agent,0,none
txn_000267,cust_0036,merch_0031,3063.26,2026-01-01 15:34:42,food_delivery,customer_service_bot,0,none
txn_000268,cust_0001,merch_0031,1219.64,2026-01-01 15:35:26,food_delivery,browser_subagent,0,none
txn_000269,cust_0059,merch_0009,210.33,2026-01-01 15:37:53,saas,customer_service_bot,0,none
txn_000270,cust_0077,merch_0013,835.57,2026-01-01 15:38:50,travel,personal_assistant,0,none
txn_000271,cust_0131,merch_0024,13115.51,2026-01-01 15:41:00,gaming,code_assistant,0,none
txn_000272,cust_0084,merch_0020,10402.01,2026-01-01 15:48:06,gaming,customer_service_bot,0,none
